age,job,marital,education,balance,previous,deposit
26,management,single,tertiary,114,0,1
42,blue-collar,married,primary,1461,3,1
33,admin.,single,tertiary,475,0,1
36,management,single,tertiary,4,1,1
35,management,single,tertiary,1618,0,1
30,services,single,secondary,-271,1,1
59,admin.,single,secondary,2166,0,1
44,blue-collar,married,primary,4031,0,1
50,services,married,primary,5024,11,1
51,technician,married,secondary,-1944,0,1
51,admin.,married,secondary,3025,1,1
60,blue-collar,married,unknown,2090,0,1
29,technician,single,tertiary,0,6,1
43,management,married,tertiary,1429,3,1
31,admin.,single,secondary,0,2,1
26,blue-collar,single,secondary,311,0,1
23,housemaid,married,tertiary,66,0,1
49,blue-collar,single,primary,2146,2,1
42,unemployed,married,secondary,356,2,1
39,blue-collar,married,secondary,62,0,1
45,admin.,married,secondary,-106,1,1
45,services,divorced,secondary,608,30,1
39,technician,divorced,secondary,291,0,1
45,blue-collar,divorced,secondary,-184,5,1
39,admin.,single,secondary,2345,2,1
23,technician,single,secondary,4,0,1
57,admin.,married,secondary,6005,6,1
32,blue-collar,married,secondary,333,0,1
29,management,single,tertiary,3041,0,1
42,management,married,tertiary,4,1,1
47,blue-collar,divorced,primary,603,0,1
36,management,married,tertiary,0,0,1
57,management,married,tertiary,830,1,1
36,technician,single,tertiary,962,0,1
53,technician,single,tertiary,185,0,1
56,blue-collar,divorced,primary,-9,0,1
33,admin.,divorced,tertiary,891,0,1
59,retired,married,tertiary,148,1,1
47,retired,married,primary,1374,3,1
42,management,married,tertiary,-556,3,1
38,self-employed,single,tertiary,1612,0,1
40,self-employed,married,secondary,0,0,1
41,admin.,single,secondary,-109,1,1
43,management,divorced,tertiary,580,2,1
24,services,married,secondary,4500,0,1
40,services,married,secondary,-192,0,1
40,blue-collar,married,secondary,-438,0,1
34,services,single,secondary,-701,0,1
36,management,single,tertiary,1400,0,1
38,services,married,secondary,5293,6,1
39,blue-collar,married,secondary,785,0,1
25,student,single,primary,373,0,1
39,management,married,tertiary,763,2,1
41,blue-collar,married,secondary,1236,0,1
36,admin.,divorced,secondary,-811,0,1
34,entrepreneur,married,primary,7279,0,1
34,admin.,divorced,secondary,479,5,1
38,housemaid,single,primary,199,1,1
40,blue-collar,married,secondary,1808,0,1
31,admin.,married,secondary,2,0,1
37,blue-collar,married,primary,-106,0,1
58,entrepreneur,married,secondary,670,0,1
48,services,divorced,secondary,-361,3,1
35,blue-collar,married,primary,159,0,1
34,admin.,single,secondary,151,1,1
51,blue-collar,married,secondary,518,0,1
39,management,single,tertiary,5073,4,1
39,admin.,married,secondary,607,3,1
36,blue-collar,divorced,primary,-308,0,1
47,services,married,secondary,367,4,1
35,blue-collar,single,secondary,855,1,1
33,blue-collar,married,secondary,1240,0,1
47,admin.,married,secondary,663,6,1
38,services,single,secondary,895,0,1
46,blue-collar,married,primary,804,1,1
42,blue-collar,married,primary,-407,0,1
47,blue-collar,married,secondary,802,0,1
37,admin.,single,primary,912,22,1
31,admin.,single,tertiary,355,0,1
46,technician,married,secondary,3,0,1
36,services,single,secondary,0,0,1
40,services,married,secondary,1836,0,1
39,management,married,tertiary,1425,0,1
45,self-employed,divorced,tertiary,963,0,1
59,admin.,married,secondary,145,13,1
34,blue-collar,married,secondary,634,0,1
40,blue-collar,married,unknown,87,0,1
50,blue-collar,married,primary,-522,0,1
36,blue-collar,married,primary,319,1,1
35,admin.,single,secondary,0,0,1
36,blue-collar,single,secondary,478,0,1
35,blue-collar,single,primary,-276,0,1
47,blue-collar,married,primary,4227,0,1
47,housemaid,single,primary,2785,0,1
38,blue-collar,married,primary,1401,0,1
33,management,single,tertiary,0,0,1
38,blue-collar,married,primary,1852,0,1
39,blue-collar,married,secondary,462,0,1
43,housemaid,single,primary,800,0,1
33,technician,married,secondary,221,4,1
34,blue-collar,married,secondary,1089,0,1
28,admin.,divorced,secondary,451,1,1
34,blue-collar,married,secondary,496,0,1
42,blue-collar,single,secondary,1080,4,1
33,management,married,tertiary,1064,0,1
39,management,married,tertiary,297,0,1
32,management,single,tertiary,3,0,1
34,management,single,tertiary,76,3,1
32,blue-collar,single,primary,398,0,1
48,admin.,divorced,secondary,83,0,1
31,admin.,married,secondary,879,0,1
33,services,married,secondary,210,0,1
48,services,divorced,secondary,-276,0,1
33,blue-collar,single,primary,863,0,1
30,student,single,tertiary,228,0,1
35,management,single,tertiary,1396,1,1
51,blue-collar,divorced,primary,-19,11,1
38,services,single,secondary,2253,0,1
39,blue-collar,single,primary,0,0,1
27,blue-collar,single,primary,265,0,1
50,technician,divorced,secondary,-54,1,1
34,management,single,tertiary,3821,0,1
38,blue-collar,divorced,primary,0,0,1
29,services,divorced,secondary,-7,0,1
40,blue-collar,married,primary,830,2,1
32,technician,single,tertiary,0,0,1
38,blue-collar,married,primary,4406,0,1
36,admin.,divorced,secondary,437,1,1
28,blue-collar,single,primary,54,1,1
49,blue-collar,married,secondary,-454,0,1
26,blue-collar,single,secondary,1006,0,1
44,admin.,divorced,secondary,2999,0,1
49,management,married,tertiary,85,1,1
31,self-employed,single,tertiary,17924,3,1
55,blue-collar,divorced,primary,8180,1,1
32,management,married,tertiary,2431,0,1
35,services,married,secondary,341,0,1
35,blue-collar,single,secondary,4963,1,1
31,admin.,married,secondary,8781,1,1
28,admin.,divorced,secondary,-504,0,1
39,management,married,tertiary,1738,1,1
48,blue-collar,married,primary,214,2,1
32,admin.,married,secondary,684,0,1
41,blue-collar,married,secondary,580,1,1
34,management,married,tertiary,273,2,1
32,blue-collar,single,secondary,811,0,1
34,admin.,married,primary,0,0,1
36,self-employed,divorced,tertiary,1354,2,1
29,admin.,divorced,secondary,-254,0,1
54,management,divorced,tertiary,-449,0,1
29,blue-collar,married,secondary,7863,0,1
35,blue-collar,divorced,secondary,336,2,1
36,blue-collar,married,secondary,1049,0,1
37,services,married,secondary,6089,0,1
37,management,divorced,tertiary,-42,0,1
31,blue-collar,single,secondary,953,2,1
33,admin.,single,secondary,315,0,1
59,retired,divorced,secondary,5845,0,1
30,blue-collar,married,secondary,378,0,1
53,services,divorced,secondary,765,7,1
26,blue-collar,married,secondary,5795,0,1
30,admin.,single,secondary,315,4,1
35,management,single,tertiary,916,0,1
34,admin.,married,secondary,124,2,1
33,services,married,secondary,207,0,1
59,retired,married,tertiary,422,0,1
36,technician,single,secondary,125,0,1
34,services,single,secondary,2,0,1
39,services,single,secondary,7066,3,1
42,services,married,secondary,146,1,1
60,retired,divorced,secondary,496,0,1
56,services,single,secondary,-40,2,1
30,services,single,secondary,140,0,1
26,services,married,secondary,77,4,1
35,blue-collar,married,primary,22,2,1
22,blue-collar,single,secondary,-51,0,1
26,blue-collar,single,secondary,26,0,1
28,admin.,single,secondary,154,1,1
35,admin.,divorced,secondary,534,3,1
35,housemaid,married,tertiary,1265,4,1
55,technician,married,tertiary,-466,0,1
32,services,married,secondary,38,0,1
28,management,single,secondary,703,1,1
31,admin.,married,secondary,685,3,1
23,blue-collar,single,secondary,780,0,1
26,technician,single,tertiary,-67,0,1
46,blue-collar,married,primary,1085,58,1
34,blue-collar,married,secondary,29,0,1
60,management,single,tertiary,560,0,1
28,student,single,tertiary,22,0,1
29,services,married,secondary,6567,1,1
39,entrepreneur,married,secondary,2139,1,1
54,unemployed,married,secondary,582,2,1
34,technician,single,secondary,194,0,1
27,services,single,secondary,353,0,1
28,services,single,secondary,341,3,1
39,entrepreneur,married,tertiary,-172,0,1
60,retired,divorced,secondary,-639,0,1
26,student,single,secondary,864,0,1
32,management,married,secondary,134,0,1
40,admin.,single,secondary,50,0,1
25,admin.,single,secondary,507,3,1
48,blue-collar,married,secondary,480,2,1
37,entrepreneur,single,secondary,-22,0,1
39,admin.,divorced,secondary,878,0,1
40,admin.,married,secondary,2574,1,1
31,management,single,tertiary,2734,0,1
42,admin.,divorced,secondary,241,0,1
51,blue-collar,married,primary,129,0,1
28,management,single,tertiary,41,2,1
32,management,married,tertiary,3387,0,1
36,admin.,single,secondary,148,2,1
36,blue-collar,married,secondary,249,0,1
38,self-employed,single,tertiary,5774,5,1
36,services,single,secondary,0,0,1
40,blue-collar,married,primary,1841,0,1
37,blue-collar,married,primary,2120,4,1
51,management,single,tertiary,297,1,1
34,services,divorced,secondary,89,0,1
56,blue-collar,married,primary,827,0,1
35,blue-collar,married,secondary,205,1,1
34,technician,married,tertiary,3743,0,1
39,services,married,secondary,117,0,1
29,blue-collar,married,secondary,-493,4,1
33,management,single,tertiary,62,0,1
40,admin.,single,secondary,2040,2,1
22,services,single,secondary,344,0,1
32,technician,single,secondary,230,8,1
33,admin.,single,secondary,1277,0,1
29,blue-collar,married,secondary,104,0,1
29,technician,single,secondary,706,0,1
24,blue-collar,single,secondary,174,0,1
31,blue-collar,single,secondary,239,1,1
27,blue-collar,single,secondary,513,0,1
32,management,single,tertiary,7290,0,1
30,blue-collar,single,secondary,5909,0,1
27,services,single,secondary,-195,0,1
55,blue-collar,married,secondary,3917,0,1
28,admin.,single,secondary,352,0,1
29,technician,single,tertiary,615,0,1
55,retired,divorced,tertiary,0,1,1
25,blue-collar,single,secondary,217,0,1
36,housemaid,single,secondary,1015,2,1
27,blue-collar,married,unknown,409,0,1
25,services,single,secondary,1119,0,1
32,blue-collar,single,primary,12198,0,1
33,admin.,single,tertiary,235,0,1
38,entrepreneur,married,tertiary,170,0,1
45,technician,divorced,secondary,-357,2,1
30,blue-collar,single,secondary,2145,0,1
32,blue-collar,married,primary,-454,2,1
26,blue-collar,single,primary,-887,0,1
25,blue-collar,single,primary,292,0,1
33,blue-collar,married,secondary,139,5,1
32,technician,single,tertiary,2684,0,1
34,blue-collar,married,primary,-1,1,1
29,management,married,tertiary,1387,0,1
28,self-employed,married,secondary,-522,0,1
38,technician,single,secondary,-242,6,1
35,services,single,secondary,719,3,1
28,admin.,single,secondary,0,0,1
29,unemployed,single,tertiary,497,6,1
20,blue-collar,single,secondary,76,0,1
45,admin.,divorced,secondary,397,2,1
37,management,married,tertiary,3723,0,1
32,technician,single,tertiary,1625,1,1
59,admin.,married,secondary,106,0,1
37,services,married,secondary,1543,6,1
59,management,married,tertiary,2239,0,1
27,technician,divorced,secondary,1977,0,1
39,management,single,tertiary,0,3,1
43,services,married,secondary,2145,3,1
39,technician,married,secondary,116,0,1
26,student,single,secondary,620,1,1
39,management,single,tertiary,307,0,1
43,management,divorced,unknown,7702,2,1
27,student,single,tertiary,3733,6,1
32,services,single,secondary,3993,0,1
29,management,single,tertiary,428,0,1
42,management,married,primary,5310,1,1
53,blue-collar,married,unknown,2509,0,1
36,management,married,tertiary,255,2,1
27,management,single,tertiary,616,1,1
43,admin.,single,secondary,733,3,1
60,retired,divorced,tertiary,439,1,1
29,technician,single,secondary,590,0,1
26,blue-collar,single,tertiary,567,0,1
26,student,single,unknown,689,0,1
28,technician,single,tertiary,386,0,1
28,technician,single,tertiary,0,2,1
28,management,single,tertiary,957,0,1
40,technician,married,secondary,312,0,1
24,blue-collar,single,secondary,167,2,1
56,retired,divorced,tertiary,13094,0,1
34,management,single,tertiary,5086,0,1
28,admin.,single,secondary,707,0,1
37,services,married,secondary,466,0,1
32,services,single,secondary,152,0,1
43,technician,divorced,secondary,1612,1,1
36,technician,married,tertiary,911,3,1
35,technician,single,secondary,27,1,1
29,technician,single,secondary,6,0,1
27,student,single,secondary,253,0,1
32,technician,single,tertiary,705,4,1
33,technician,single,tertiary,109,7,1
24,student,single,secondary,23878,1,1
58,technician,married,secondary,3399,7,1
43,management,married,tertiary,79,0,1
26,management,married,tertiary,243,0,1
31,technician,single,secondary,138,2,1
25,management,single,tertiary,1317,0,1
58,retired,married,secondary,2714,2,1
48,management,divorced,tertiary,17964,3,1
60,retired,married,tertiary,846,0,1
25,student,single,tertiary,326,0,1
26,student,single,secondary,100,0,1
25,student,single,secondary,304,0,1
26,student,single,tertiary,39,0,1
32,management,single,tertiary,312,2,1
25,admin.,married,tertiary,906,0,1
21,admin.,single,secondary,524,0,1
41,self-employed,single,tertiary,1081,0,1
30,admin.,single,secondary,983,0,1
47,admin.,divorced,secondary,2232,1,1
37,admin.,married,secondary,1967,1,1
34,admin.,married,secondary,1406,0,1
28,admin.,single,secondary,157,0,1
24,admin.,single,tertiary,0,0,1
26,admin.,single,secondary,2509,3,1
35,technician,married,secondary,1368,2,1
54,retired,divorced,tertiary,3076,0,1
44,management,married,tertiary,7818,0,1
56,admin.,single,secondary,4118,0,1
25,admin.,single,tertiary,760,2,1
25,student,single,unknown,277,0,1
50,management,married,tertiary,253,0,1
55,admin.,married,secondary,602,2,1
57,management,married,tertiary,473,0,1
48,management,married,tertiary,1167,0,1
25,unemployed,single,tertiary,343,0,1
49,management,married,tertiary,1808,1,1
25,technician,single,secondary,1199,0,1
38,housemaid,divorced,secondary,70,0,1
45,blue-collar,married,secondary,1723,0,1
33,management,married,tertiary,1323,0,1
45,admin.,married,tertiary,2552,7,1
26,management,single,secondary,2613,0,1
49,admin.,married,secondary,0,0,1
25,technician,single,secondary,938,0,1
53,technician,married,secondary,284,0,1
43,management,married,tertiary,1059,0,1
49,technician,married,secondary,1684,0,1
54,management,married,tertiary,534,0,1
47,technician,married,secondary,293,1,1
34,blue-collar,married,secondary,262,0,1
54,services,divorced,secondary,0,2,1
43,management,divorced,tertiary,2367,2,1
23,services,single,secondary,31,0,1
48,management,married,tertiary,3842,0,1
30,self-employed,single,tertiary,3343,0,1
38,unemployed,single,secondary,804,0,1
34,student,single,unknown,1011,0,1
52,admin.,single,secondary,-528,0,1
27,management,single,tertiary,1840,8,1
40,blue-collar,married,secondary,1451,0,1
47,management,married,tertiary,2351,1,1
26,management,single,tertiary,1623,0,1
37,admin.,married,secondary,597,0,1
34,management,married,tertiary,611,0,1
26,admin.,single,tertiary,313,2,1
44,management,married,tertiary,1954,0,1
29,management,single,tertiary,307,0,1
40,unemployed,single,tertiary,7968,0,1
43,blue-collar,married,secondary,2160,0,1
52,technician,divorced,secondary,1005,0,1
38,admin.,married,tertiary,1988,4,1
33,services,divorced,secondary,1117,0,1
50,technician,married,secondary,3370,0,1
53,admin.,married,secondary,109,0,1
42,services,married,secondary,1376,4,1
49,technician,married,tertiary,523,3,1
27,technician,single,tertiary,15161,1,1
32,admin.,married,tertiary,653,0,1
31,student,single,tertiary,64,0,1
29,technician,single,secondary,1165,0,1
49,services,married,secondary,7019,3,1
46,blue-collar,married,secondary,1568,6,1
57,blue-collar,married,primary,3109,0,1
28,technician,single,tertiary,4987,21,1
37,entrepreneur,married,tertiary,189,0,1
38,blue-collar,married,secondary,2467,0,1
49,management,married,tertiary,5887,2,1
35,technician,married,tertiary,1354,0,1
29,technician,married,secondary,23,2,1
52,technician,married,secondary,0,0,1
34,unemployed,married,secondary,978,1,1
60,technician,married,secondary,294,0,1
32,self-employed,married,secondary,409,2,1
27,admin.,single,secondary,261,0,1
55,entrepreneur,married,secondary,27624,0,1
29,management,single,tertiary,3846,0,1
42,blue-collar,married,secondary,2913,1,1
33,management,divorced,tertiary,2240,0,1
29,blue-collar,married,primary,5,0,1
39,admin.,married,secondary,150,0,1
31,technician,single,tertiary,882,0,1
60,management,divorced,tertiary,366,0,1
25,student,single,tertiary,1189,0,1
45,admin.,married,secondary,204,0,1
29,management,single,tertiary,637,1,1
55,management,divorced,tertiary,2383,0,1
26,technician,single,secondary,1231,5,1
30,management,single,tertiary,3340,0,1
54,admin.,divorced,secondary,200,0,1
39,blue-collar,single,tertiary,48,0,1
26,management,single,tertiary,2786,1,1
57,retired,married,secondary,5313,0,1
39,unemployed,married,tertiary,201,1,1
25,blue-collar,single,secondary,389,0,1
43,blue-collar,married,primary,3917,1,1
32,blue-collar,married,secondary,889,3,1
43,management,divorced,tertiary,481,1,1
50,management,divorced,tertiary,810,0,1
35,services,married,secondary,52,4,1
37,management,married,tertiary,108,0,1
42,admin.,single,secondary,684,0,1
27,management,married,secondary,2071,0,1
27,services,single,secondary,339,0,1
29,management,single,tertiary,572,0,1
29,student,single,secondary,1779,0,1
26,student,single,secondary,132,0,1
39,admin.,single,tertiary,22086,0,1
41,services,married,secondary,0,2,1
29,management,married,tertiary,205,0,1
33,technician,single,tertiary,317,14,1
32,management,married,tertiary,4945,2,1
30,management,married,tertiary,419,0,1
38,technician,single,secondary,1130,1,1
55,admin.,married,secondary,1662,0,1
25,admin.,single,secondary,1871,0,1
38,entrepreneur,divorced,secondary,1190,3,1
35,blue-collar,married,secondary,563,3,1
31,unemployed,married,secondary,6,0,1
25,services,single,secondary,594,0,1
31,management,single,tertiary,617,2,1
27,student,single,secondary,538,0,1
34,admin.,single,secondary,303,3,1
40,admin.,single,secondary,985,8,1
27,admin.,married,secondary,897,0,1
28,management,single,secondary,171,1,1
28,management,single,secondary,1633,0,1
35,admin.,divorced,secondary,1085,7,1
58,retired,married,primary,1980,0,1
44,technician,married,tertiary,1933,0,1
57,retired,married,secondary,1841,0,1
25,self-employed,single,tertiary,42,1,1
21,student,single,secondary,794,0,1
49,technician,married,secondary,905,0,1
54,management,married,tertiary,8295,0,1
59,retired,married,primary,0,0,1
28,management,single,tertiary,874,0,1
37,blue-collar,married,secondary,4321,0,1
30,technician,single,tertiary,0,0,1
35,housemaid,single,primary,745,0,1
31,management,single,tertiary,924,1,1
41,unemployed,single,primary,216,0,1
30,unemployed,single,tertiary,1159,0,1
28,self-employed,single,tertiary,3290,0,1
31,unemployed,single,secondary,582,0,1
53,management,divorced,tertiary,380,0,1
22,blue-collar,single,secondary,682,1,1
36,services,married,primary,92,0,1
33,technician,single,secondary,66,0,1
31,technician,single,tertiary,252,0,1
49,admin.,married,tertiary,6574,0,1
51,self-employed,married,unknown,2094,0,1
34,technician,married,secondary,294,0,1
35,blue-collar,married,primary,1177,0,1
32,admin.,single,tertiary,8866,2,1
36,entrepreneur,divorced,tertiary,3407,4,1
31,management,single,tertiary,5205,0,1
25,technician,single,tertiary,3630,0,1
25,services,single,tertiary,12,0,1
60,management,married,secondary,544,2,1
40,self-employed,single,tertiary,10346,1,1
50,management,married,tertiary,1612,2,1
32,management,single,tertiary,718,0,1
60,admin.,married,secondary,3547,0,1
32,services,married,secondary,914,0,1
52,entrepreneur,married,secondary,1306,0,1
59,technician,married,secondary,259,1,1
56,retired,married,secondary,-1206,0,1
47,management,single,tertiary,372,0,1
43,management,married,tertiary,3518,0,1
25,services,single,secondary,505,0,1
31,student,single,secondary,1776,1,1
27,management,single,tertiary,20585,0,1
26,admin.,married,secondary,1595,1,1
37,admin.,single,tertiary,1000,1,1
27,admin.,single,tertiary,138,0,1
49,management,married,tertiary,561,0,1
26,management,single,tertiary,170,0,1
28,management,single,tertiary,502,0,1
33,blue-collar,married,secondary,379,0,1
31,technician,married,unknown,14533,0,1
32,services,married,secondary,689,0,1
30,technician,single,secondary,2567,0,1
34,management,married,tertiary,443,0,1
58,retired,married,primary,2074,0,1
34,management,married,tertiary,2374,2,1
26,services,single,secondary,1347,5,1
49,management,single,tertiary,7443,2,1
57,management,married,tertiary,10583,0,1
83,retired,married,primary,425,1,1
61,management,married,tertiary,997,1,1
64,retired,married,secondary,5966,0,1
37,admin.,married,secondary,2061,3,1
68,retired,married,secondary,0,0,1
71,retired,married,tertiary,2887,0,1
54,management,married,tertiary,1464,0,1
37,management,married,tertiary,1315,0,1
22,student,single,unknown,466,0,1
44,management,married,tertiary,2383,0,1
37,entrepreneur,married,tertiary,1649,0,1
72,self-employed,married,tertiary,132,1,1
69,retired,divorced,primary,482,0,1
41,blue-collar,married,secondary,203,0,1
44,blue-collar,married,secondary,88,0,1
32,services,single,secondary,2881,0,1
79,retired,married,secondary,668,0,1
33,technician,married,secondary,73,0,1
45,management,married,tertiary,1309,0,1
40,management,married,tertiary,2763,2,1
42,entrepreneur,married,secondary,2959,1,1
30,technician,single,secondary,930,0,1
28,management,single,tertiary,12956,3,1
58,housemaid,divorced,secondary,0,0,1
39,admin.,divorced,secondary,19,5,1
31,blue-collar,married,secondary,625,3,1
45,admin.,married,unknown,5511,0,1
56,blue-collar,married,primary,1137,0,1
46,management,divorced,tertiary,1329,0,1
56,retired,married,secondary,1044,0,1
27,services,single,secondary,302,0,1
30,unemployed,married,tertiary,330,1,1
26,self-employed,single,tertiary,2857,0,1
35,unemployed,single,primary,68,0,1
52,blue-collar,married,primary,1524,0,1
54,admin.,married,secondary,1633,0,1
41,entrepreneur,married,primary,0,1,1
24,management,single,tertiary,507,0,1
28,blue-collar,single,secondary,643,0,1
62,management,married,tertiary,2785,0,1
52,technician,married,secondary,137,0,1
23,services,single,secondary,870,0,1
82,retired,married,primary,8603,0,1
63,retired,married,secondary,18016,0,1
32,admin.,married,secondary,51,0,1
31,management,married,tertiary,1032,0,1
37,services,married,secondary,981,1,1
40,technician,single,tertiary,431,0,1
66,retired,married,secondary,203,0,1
37,management,married,tertiary,3737,0,1
38,unemployed,married,primary,7005,1,1
27,student,single,secondary,111,0,1
58,retired,married,primary,565,0,1
49,housemaid,married,primary,889,0,1
31,management,single,secondary,202,1,1
31,management,single,tertiary,307,2,1
38,student,married,unknown,0,1,1
79,retired,married,primary,429,0,1
71,retired,married,tertiary,4388,0,1
52,technician,married,tertiary,2557,1,1
55,management,married,unknown,3122,0,1
46,blue-collar,married,secondary,922,0,1
28,management,single,tertiary,3796,0,1
22,student,single,secondary,185,0,1
49,management,single,tertiary,151,0,1
20,student,single,unknown,829,0,1
19,student,single,primary,103,0,1
34,blue-collar,single,primary,79,0,1
73,management,married,tertiary,1609,0,1
27,management,single,tertiary,2489,2,1
59,blue-collar,divorced,primary,989,0,1
25,student,single,tertiary,58,0,1
44,entrepreneur,single,unknown,323,2,1
28,management,single,tertiary,5474,0,1
25,management,single,tertiary,219,1,1
28,management,married,tertiary,1240,0,1
52,admin.,married,secondary,1228,0,1
57,management,married,tertiary,1660,0,1
49,management,divorced,tertiary,914,0,1
33,technician,married,tertiary,1699,0,1
47,technician,married,secondary,1167,6,1
68,retired,married,secondary,19317,0,1
40,technician,single,tertiary,1646,5,1
46,management,married,tertiary,242,1,1
29,technician,single,secondary,382,0,1
55,management,divorced,tertiary,2383,2,1
30,self-employed,married,tertiary,2666,4,1
49,admin.,divorced,secondary,1718,0,1
48,management,married,tertiary,1147,2,1
21,student,single,secondary,216,0,1
45,admin.,married,secondary,153,0,1
43,management,married,tertiary,1791,0,1
47,management,single,tertiary,86,4,1
27,management,single,tertiary,6791,26,1
20,student,married,unknown,292,1,1
37,unemployed,single,tertiary,1291,2,1
61,management,married,tertiary,175,0,1
57,services,single,secondary,0,0,1
40,management,married,tertiary,0,6,1
53,admin.,divorced,secondary,0,2,1
65,unknown,married,unknown,4717,0,1
67,retired,married,tertiary,701,0,1
66,retired,married,tertiary,3,0,1
67,management,married,tertiary,405,0,1
57,retired,married,secondary,168,0,1
38,admin.,married,tertiary,4297,0,1
56,management,divorced,tertiary,10532,0,1
46,management,married,tertiary,4693,2,1
69,technician,married,secondary,9064,0,1
32,services,single,secondary,6983,0,1
72,retired,married,tertiary,2,0,1
41,admin.,married,tertiary,1536,2,1
72,retired,married,primary,1612,0,1
33,unemployed,married,secondary,1211,0,1
37,admin.,married,secondary,96,2,1
34,management,married,tertiary,0,2,1
44,admin.,single,secondary,1534,2,1
42,services,single,secondary,3403,1,1
58,unemployed,married,secondary,687,2,1
34,technician,married,tertiary,7050,0,1
55,entrepreneur,divorced,secondary,538,0,1
71,retired,married,primary,2600,0,1
23,student,single,secondary,0,7,1
60,management,single,tertiary,1034,0,1
18,student,single,unknown,108,0,1
54,technician,married,secondary,10185,2,1
59,retired,divorced,tertiary,3444,2,1
32,self-employed,single,tertiary,1815,2,1
61,self-employed,divorced,tertiary,52587,0,1
31,management,married,tertiary,10884,2,1
42,blue-collar,married,primary,201,3,1
42,unemployed,married,unknown,190,0,1
42,services,single,tertiary,94,4,1
70,housemaid,divorced,primary,1311,0,1
57,technician,married,secondary,589,5,1
60,retired,married,secondary,1853,0,1
53,blue-collar,divorced,primary,4401,0,1
48,unemployed,divorced,secondary,201,0,1
30,management,single,tertiary,533,4,1
39,management,single,tertiary,3840,0,1
42,technician,married,secondary,994,5,1
26,admin.,single,secondary,96,3,1
46,management,married,tertiary,1600,0,1
40,admin.,single,secondary,100,1,1
39,admin.,married,secondary,260,2,1
58,self-employed,married,primary,1013,1,1
42,blue-collar,married,secondary,413,0,1
31,services,single,secondary,181,1,1
21,student,single,secondary,123,0,1
35,self-employed,single,tertiary,353,0,1
50,technician,divorced,unknown,2794,0,1
36,management,single,tertiary,3850,4,1
75,retired,married,primary,2970,0,1
20,student,single,primary,6991,0,1
57,admin.,single,secondary,2223,0,1
41,management,married,tertiary,27696,1,1
59,technician,married,secondary,116,3,1
36,management,married,tertiary,2987,0,1
18,student,single,primary,608,0,1
34,management,single,tertiary,48,6,1
55,management,married,primary,113,3,1
33,blue-collar,single,secondary,498,1,1
43,technician,married,tertiary,2643,5,1
34,services,married,secondary,1337,1,1
35,services,married,unknown,618,1,1
43,technician,single,secondary,451,0,1
74,retired,married,primary,0,0,1
45,unemployed,divorced,primary,11,0,1
38,blue-collar,married,secondary,1165,10,1
32,management,single,tertiary,2465,0,1
29,admin.,single,tertiary,41,0,1
31,admin.,married,secondary,35,1,1
50,services,married,secondary,3169,1,1
44,technician,divorced,secondary,14,0,1
23,student,single,secondary,431,0,1
56,management,married,tertiary,616,2,1
76,retired,married,primary,3324,1,1
28,technician,single,secondary,113,1,1
34,management,single,tertiary,13014,0,1
56,retired,married,primary,9367,2,1
45,management,single,tertiary,2067,1,1
36,technician,single,secondary,376,0,1
57,retired,single,tertiary,842,0,1
49,technician,married,tertiary,1235,0,1
49,management,married,tertiary,1,4,1
37,management,married,tertiary,1276,0,1
46,unemployed,single,tertiary,44,0,1
26,admin.,single,secondary,255,2,1
47,unemployed,married,secondary,926,5,1
36,management,married,primary,1506,0,1
37,student,single,unknown,444,5,1
62,management,married,tertiary,557,0,1
26,blue-collar,single,secondary,535,0,1
45,management,married,tertiary,2671,0,1
63,technician,married,secondary,896,0,1
25,management,single,tertiary,528,0,1
60,retired,married,unknown,209,1,1
44,management,married,tertiary,226,3,1
33,unemployed,single,tertiary,1974,1,1
39,entrepreneur,married,tertiary,942,1,1
46,blue-collar,married,unknown,336,1,1
42,admin.,married,primary,-306,1,1
56,management,married,unknown,4623,0,1
82,retired,married,secondary,276,0,1
77,retired,married,tertiary,0,0,1
36,services,single,tertiary,1189,0,1
35,management,single,tertiary,431,1,1
50,technician,married,secondary,2218,0,1
62,retired,married,secondary,1495,1,1
26,management,single,tertiary,828,1,1
55,management,married,tertiary,12972,0,1
22,student,single,secondary,948,2,1
30,student,single,secondary,48,1,1
34,housemaid,married,tertiary,0,2,1
31,management,married,tertiary,537,0,1
55,technician,married,secondary,1938,3,1
49,technician,single,secondary,9131,5,1
67,retired,divorced,tertiary,443,0,1
43,admin.,married,secondary,132,3,1
25,technician,single,tertiary,3411,0,1
59,retired,divorced,secondary,1,0,1
44,admin.,married,secondary,10905,1,1
42,management,married,tertiary,976,0,1
29,management,single,tertiary,2531,0,1
32,management,married,tertiary,1270,0,1
30,management,single,tertiary,5359,2,1
38,technician,married,secondary,10596,4,1
22,student,single,tertiary,691,0,1
25,entrepreneur,single,tertiary,347,0,1
34,self-employed,single,tertiary,9962,0,1
27,technician,single,tertiary,11862,6,1
35,management,single,tertiary,1756,0,1
45,housemaid,married,secondary,4068,0,1
42,management,married,primary,5310,3,1
20,student,single,secondary,215,1,1
60,admin.,married,secondary,106,1,1
47,management,married,tertiary,0,0,1
25,student,single,secondary,469,1,1
65,retired,married,secondary,2326,0,1
50,technician,married,secondary,3370,2,1
22,student,single,secondary,144,0,1
43,admin.,single,secondary,733,4,1
53,retired,divorced,tertiary,-309,2,1
71,retired,divorced,secondary,5584,0,1
