Transaction_ID,Product_Category,Location,Order_Size,Price,Coupon,Return_Last_Year,returned
TX7371,Fashion,rural,6,51.77,yes,0,0
TX2438,Beauty,city,6,48.76,yes,5,0
TX9822,Books,rural,2,58.08,no,2,0
TX9659,Home,city,6,46.37,yes,0,0
TX9956,Fashion,rural,2,29.59,no,0,0
TX320,Home,rural,4,65.22,yes,5,0
TX8390,Electronics,rural,4,54.11,no,0,1
TX5876,Fashion,rural,6,31.13,no,0,0
TX5874,Home,city,3,25.84,no,0,0
TX5960,Home,city,5,51.82,yes,0,0
TX1687,Electronics,rural,6,60.56,no,0,1
TX88,Home,rural,2,39.79,yes,8,0
TX7676,Home,rural,2,73.32,yes,4,0
TX4601,Home,city,2,53.15,yes,0,0
TX4304,Sports,city,5,33.03,no,4,0
TX6137,Beauty,city,3,50.11,yes,5,0
TX3017,Home,city,4,50.34,yes,0,0
TX4066,Electronics,rural,3,75.16,yes,0,0
TX1744,Home,city,2,49.36,yes,0,0
TX5548,Electronics,rural,4,56.19,yes,2,0
TX3906,Sports,city,5,39.91,no,3,0
TX7658,Fashion,rural,1,51.14,yes,0,1
TX1004,Books,city,6,30.87,yes,0,0
TX4294,Home,city,3,51.39,yes,0,0
TX7304,Home,city,6,52.07,yes,0,0
TX2144,Books,rural,2,57.64,no,2,0
TX8324,Fashion,rural,6,32.24,no,0,1
TX5624,Electronics,rural,3,62.08,no,0,0
TX4299,Beauty,city,3,42.7,no,4,0
TX8897,Beauty,city,3,49.73,no,3,0
TX4855,Fashion,rural,5,25.94,no,0,0
TX7631,Sports,city,5,49.49,no,2,0
TX5216,Beauty,city,3,56.33,no,2,0
TX5696,Sports,city,6,58.25,yes,3,0
TX8723,Fashion,rural,5,53.14,yes,0,0
TX6612,Electronics,rural,5,55.59,no,0,0
TX9572,Electronics,rural,6,57.67,no,0,0
TX2644,Beauty,city,6,45.77,yes,5,0
TX3994,Fashion,rural,2,48.83,yes,0,1
TX8263,Home,city,6,50.12,yes,0,0
TX6793,Sports,city,6,45.43,no,2,0
TX8229,Electronics,rural,6,38.47,yes,4,0
TX2568,Home,city,5,49.24,yes,0,0
TX7490,Beauty,city,4,49.47,no,3,0
TX544,Electronics,rural,4,58.74,yes,2,0
TX704,Sports,city,4,60.23,yes,3,0
TX7246,Fashion,rural,3,46.38,yes,0,0
TX6699,Electronics,rural,3,56.78,no,0,0
TX7799,Electronics,rural,5,58.98,no,0,0
TX4924,Electronics,rural,6,50.81,no,1,0
TX1677,Home,city,2,48.81,yes,0,1
TX8250,Books,rural,5,64.32,no,1,0
TX5429,Home,city,2,52.02,yes,0,0
TX5333,Home,city,5,50.79,yes,0,0
TX5365,Electronics,rural,6,58.56,no,0,0
TX4419,Home,city,6,49.36,yes,0,0
TX6204,Sports,city,6,37.8,yes,5,0
TX9960,Sports,rural,5,45.09,no,9,0
TX5696,Beauty,city,6,40.44,no,4,0
TX7320,Books,rural,4,48.13,no,3,0
TX806,Beauty,city,5,54.56,yes,4,0
TX1782,Books,rural,6,47.52,no,3,0
TX4676,Home,city,5,46.03,yes,0,0
TX5706,Electronics,rural,3,51.63,no,1,1
TX3562,Electronics,rural,6,59.1,yes,2,0
TX1279,Books,rural,5,51.06,no,3,0
TX6767,Electronics,rural,1,60.03,no,0,0
TX376,Books,rural,4,56.72,yes,4,0
TX8021,Fashion,rural,1,45.89,yes,0,0
TX2818,Home,city,6,51.08,yes,0,0
TX3735,Home,city,6,25.91,no,0,0
TX8547,Beauty,city,5,58.79,no,2,0
TX2960,Home,city,5,28.45,no,0,0
TX6222,Books,rural,5,21.52,no,6,0
TX815,Home,city,6,44.2,yes,0,0
TX4461,Electronics,rural,6,50.46,no,1,0
TX316,Books,rural,2,58.3,no,2,0
TX5790,Books,rural,5,40.72,no,4,0
TX9755,Electronics,rural,4,59.5,no,0,0
TX5391,Electronics,rural,3,61.59,no,0,0
TX880,Electronics,rural,3,55.79,no,0,0
TX2647,Beauty,city,5,45.17,yes,5,0
TX74,Fashion,rural,4,32.59,no,0,0
TX1877,Fashion,rural,5,47.38,yes,0,0
TX2905,Sports,city,6,47.22,no,2,0
TX4063,Sports,city,3,51.33,yes,4,0
TX5900,Home,rural,6,50.37,no,5,0
TX9222,Sports,city,4,62.31,no,1,0
TX948,Electronics,rural,4,47.2,yes,3,0
TX4376,Fashion,rural,6,48.31,yes,0,0
TX1471,Home,city,5,32.16,yes,2,0
TX5813,Home,city,2,45.21,yes,0,0
TX3545,Electronics,rural,4,56.29,no,0,0
TX9654,Home,city,5,47.27,yes,0,0
TX2680,Sports,city,6,68.82,yes,2,0
TX3283,Electronics,rural,3,62.74,no,0,0
TX7232,Home,rural,4,59.88,yes,6,0
TX8329,Fashion,rural,2,44.95,yes,0,0
TX8111,Electronics,rural,6,36.42,no,2,0
TX8901,Fashion,rural,6,45.33,yes,0,0
TX3399,Books,rural,3,38.18,no,4,0
TX7695,Home,city,6,50.39,yes,0,0
TX7291,Electronics,rural,6,61.37,no,0,0
TX7246,Fashion,rural,3,49.3,yes,0,0
TX4306,Books,rural,4,68.26,no,1,0
TX7611,Home,rural,3,64.56,no,3,0
TX7002,Electronics,rural,6,60.17,no,0,1
TX8090,Sports,city,3,69.16,no,0,0
TX4465,Electronics,rural,6,47.8,no,1,0
TX1572,Sports,city,4,56.1,no,1,0
TX6749,Home,rural,5,60.46,no,4,1
TX7435,Electronics,rural,4,60.5,no,0,0
TX9341,Electronics,rural,1,60.51,no,0,0
TX7496,Fashion,rural,3,46.45,yes,0,0
TX8817,Electronics,rural,4,56.76,no,0,0
TX1944,Fashion,rural,3,49.28,yes,0,0
TX2762,Sports,rural,4,60.36,yes,10,0
TX1799,Electronics,rural,5,43.3,no,2,0
TX8630,Fashion,rural,5,44.72,yes,0,0
TX4524,Electronics,rural,2,57.64,yes,2,0
TX4393,Books,rural,6,49.24,no,3,0
TX9739,Fashion,rural,6,46.4,yes,0,0
TX2806,Fashion,rural,6,44.16,yes,1,0
TX5691,Fashion,rural,5,53.22,yes,0,0
TX4628,Home,city,6,45.41,yes,0,0
TX8587,Fashion,rural,5,46.3,yes,0,0
TX45,Home,city,6,52.66,yes,0,0
TX493,Home,city,2,50.73,yes,0,0
TX8333,Electronics,rural,5,55.79,no,0,0
TX7304,Fashion,rural,6,47.49,yes,0,0
TX8370,Electronics,rural,5,58.95,no,0,0
TX8264,Fashion,rural,6,49.28,yes,0,0
TX4548,Home,city,1,49.96,yes,0,0
TX5865,Electronics,rural,5,54.27,no,0,0
TX4372,Fashion,rural,4,51.18,yes,0,0
TX3365,Home,city,6,48.72,yes,0,0
TX3922,Books,rural,4,65.87,yes,3,0
TX4944,Electronics,rural,5,56.17,no,0,0
TX3798,Books,rural,3,49.04,yes,5,0
TX5979,Electronics,rural,5,48.21,no,1,0
TX22,Fashion,rural,5,31.47,no,0,0
TX3269,Electronics,rural,2,47.5,yes,3,0
TX2828,Electronics,rural,6,62.56,no,0,0
TX8797,Sports,city,5,53.04,no,2,0
TX1878,Home,city,4,44.22,yes,0,0
TX8117,Books,rural,4,74.9,yes,2,0
TX6034,Electronics,rural,6,56.33,no,0,0
TX7999,Home,rural,3,44.24,no,5,0
TX2401,Electronics,rural,2,60.25,no,0,0
TX4126,Electronics,rural,5,55.49,no,0,0
TX8170,Fashion,rural,3,50.18,yes,0,0
TX7894,Fashion,rural,6,47.5,yes,0,0
TX3383,Fashion,rural,6,46.73,yes,0,0
TX4828,Electronics,rural,5,60.5,no,0,0
TX7583,Beauty,city,5,48.89,yes,5,0
TX2814,Fashion,rural,4,46.47,yes,0,0
TX9444,Books,rural,2,42.26,no,3,0
TX4389,Home,city,5,48.49,yes,0,0
TX3999,Home,city,5,50.9,yes,0,1
TX7253,Electronics,rural,5,41.03,yes,4,0
TX4628,Fashion,rural,6,45.73,yes,0,0
TX5542,Sports,city,6,42.33,yes,5,0
TX3659,Sports,city,3,50.12,no,2,0
TX1753,Electronics,rural,5,61.59,yes,2,0
TX2118,Fashion,rural,3,46.97,yes,0,0
TX975,Electronics,rural,5,67.46,yes,1,0
TX6991,Electronics,rural,6,80.15,yes,0,0
TX302,Beauty,city,4,57.0,yes,4,0
TX7336,Home,city,1,48.33,yes,0,0
TX8516,Home,city,3,46.9,yes,0,1
TX6083,Electronics,rural,5,55.71,no,0,0
TX9348,Sports,city,6,45.99,no,2,0
TX8933,Electronics,rural,2,77.82,yes,0,0
TX2539,Fashion,rural,2,49.26,yes,0,0
TX5014,Sports,city,6,53.89,no,1,0
TX8055,Sports,city,6,42.33,yes,5,0
TX82,Home,city,6,48.33,yes,0,0
TX9649,Fashion,rural,6,52.74,yes,0,0
TX3136,Sports,city,5,67.45,no,0,0
TX7655,Home,rural,6,68.05,no,3,0
TX4370,Home,city,5,53.2,yes,0,0
TX1658,Electronics,rural,6,56.75,no,0,0
TX7557,Electronics,rural,2,60.19,no,0,0
TX6086,Sports,city,1,48.78,yes,4,0
TX3828,Sports,city,3,37.98,no,3,1
TX14,Fashion,rural,6,46.45,yes,0,0
TX9924,Home,city,3,48.51,yes,0,0
TX5625,Home,city,6,46.7,yes,0,0
TX2618,Beauty,city,5,57.95,yes,4,1
TX3875,Fashion,rural,6,44.6,yes,0,0
TX9236,Sports,rural,5,46.75,no,9,1
TX6630,Books,rural,3,56.6,no,2,0
TX5216,Fashion,rural,3,47.82,yes,0,0
TX1502,Sports,city,4,32.75,no,4,0
TX536,Fashion,rural,4,46.49,yes,0,0
TX1878,Electronics,rural,4,57.39,no,0,0
TX5209,Electronics,rural,3,59.4,yes,2,0
TX5238,Beauty,city,6,34.31,yes,6,1
TX8993,Electronics,rural,6,58.12,no,0,0
TX7232,Fashion,rural,4,45.98,yes,0,0
TX981,Home,city,4,48.73,yes,0,0
TX8119,Electronics,rural,6,57.19,no,0,0
TX7755,Fashion,rural,6,51.21,yes,0,0
TX4988,Fashion,rural,3,48.62,yes,0,0
TX5335,Home,city,6,46.68,yes,0,0
TX3713,Electronics,rural,6,56.59,yes,2,0
TX7437,Sports,city,6,29.72,no,4,0
TX2996,Beauty,city,3,61.87,no,2,0
TX6984,Home,city,2,50.9,yes,0,0
TX9393,Home,city,4,53.47,yes,0,0
TX1193,Electronics,rural,6,45.4,no,2,0
TX9537,Home,city,1,54.68,yes,0,1
TX1179,Books,rural,4,75.77,no,1,0
TX3735,Electronics,rural,6,45.96,yes,4,0
TX283,Books,rural,6,65.26,no,2,0
TX9823,Books,rural,6,46.33,yes,6,1
TX5288,Beauty,rural,6,63.24,no,9,1
TX8264,Fashion,rural,6,54.74,yes,0,0
TX711,Home,city,4,55.02,yes,0,0
TX3080,Home,rural,4,44.91,no,6,0
TX8998,Fashion,rural,3,36.17,no,0,1
TX4323,Electronics,rural,5,62.04,no,0,0
TX7831,Sports,city,6,47.18,no,3,1
TX8547,Books,city,5,38.22,yes,0,0
TX6298,Home,city,1,54.05,yes,0,1
TX3215,Sports,city,1,44.84,no,3,0
TX3356,Home,city,5,55.57,yes,0,1
TX8462,Home,rural,3,56.62,yes,7,0
TX1216,Home,rural,6,52.04,yes,7,0
TX9873,Home,rural,6,55.96,no,5,0
TX4594,Sports,rural,5,43.65,no,10,1
TX5333,Fashion,rural,5,43.34,yes,1,0
TX1891,Home,city,5,34.14,no,0,0
TX1628,Sports,city,5,52.46,yes,4,0
TX135,Books,city,5,38.64,yes,0,1
TX6358,Fashion,rural,4,35.68,yes,2,0
TX4680,Home,city,2,45.49,yes,1,0
TX6098,Fashion,rural,2,54.65,yes,0,0
TX6587,Fashion,rural,5,44.15,yes,1,0
TX2411,Electronics,rural,4,62.07,no,0,0
TX173,Sports,city,6,64.63,no,1,1
TX2656,Books,city,4,35.04,yes,0,0
TX560,Home,city,4,53.76,yes,0,0
TX5773,Fashion,rural,5,54.75,yes,0,0
TX6429,Electronics,rural,4,51.3,no,1,0
TX4099,Books,city,3,38.42,yes,0,0
TX6251,Home,rural,5,55.55,yes,7,0
TX8056,Books,city,3,34.79,yes,0,0
TX4027,Home,city,2,54.37,yes,0,0
TX6853,Home,city,3,53.73,yes,0,0
TX7429,Electronics,rural,6,63.7,yes,2,1
TX3446,Electronics,rural,5,65.32,no,0,0
TX9583,Beauty,city,4,53.18,no,3,0
TX4399,Books,rural,5,55.97,yes,5,0
TX9457,Home,city,6,37.34,no,0,0
TX2946,Sports,city,4,44.23,no,3,0
TX5534,Fashion,rural,5,33.67,no,0,1
TX391,Electronics,rural,3,44.38,yes,4,0
TX3246,Sports,city,5,63.95,yes,3,1
TX4619,Home,city,2,36.26,no,0,0
TX5724,Sports,city,5,73.41,no,0,0
TX3824,Home,city,3,57.61,yes,0,0
TX7182,Books,rural,1,45.42,yes,6,1
TX6765,Fashion,rural,2,53.13,yes,0,1
TX3449,Electronics,rural,5,59.11,no,1,1
TX3225,Fashion,rural,4,34.24,no,0,0
TX2287,Home,city,6,35.62,no,0,1
TX6311,Electronics,rural,5,62.31,no,0,0
TX5507,Beauty,city,3,67.38,yes,4,0
TX8494,Electronics,rural,6,62.89,no,0,0
TX9439,Home,city,3,56.82,yes,0,0
TX6780,Fashion,rural,5,35.71,no,0,0
TX1316,Fashion,rural,4,52.03,yes,0,0
TX7044,Home,city,6,56.09,yes,0,0
TX9312,Electronics,rural,3,48.37,no,2,0
TX4547,Beauty,city,2,43.7,no,4,0
TX2243,Electronics,rural,6,62.21,no,0,0
TX3743,Sports,city,5,43.9,yes,5,0
TX9937,Fashion,rural,6,44.31,yes,1,0
TX9812,Home,city,5,52.55,yes,0,0
TX8748,Electronics,rural,4,65.1,no,0,0
TX3791,Sports,rural,6,53.36,no,9,0
TX2706,Fashion,rural,2,42.61,yes,1,0
TX4750,Sports,rural,4,55.86,no,9,0
TX9067,Books,city,6,36.18,yes,0,1
TX2000,Books,rural,5,56.63,no,3,0
TX7055,Home,city,3,34.12,no,0,0
TX8693,Electronics,rural,3,64.04,no,0,1
TX4181,Beauty,city,6,52.13,yes,5,0
TX6939,Fashion,rural,3,55.08,yes,0,1
TX6938,Electronics,rural,4,63.24,no,0,0
TX9403,Fashion,rural,4,56.24,yes,0,0
TX9971,Beauty,city,4,58.5,yes,5,0
TX5907,Home,city,6,53.71,yes,0,0
TX9388,Electronics,rural,6,32.33,no,3,0
TX3300,Fashion,rural,6,56.09,yes,0,0
TX5999,Electronics,rural,6,48.42,yes,4,0
TX8741,Beauty,city,4,35.82,yes,7,0
TX6243,Beauty,city,2,43.4,no,4,0
TX574,Fashion,rural,2,55.49,yes,0,0
TX1893,Fashion,rural,6,50.05,yes,0,0
TX6692,Home,city,5,54.25,yes,0,0
TX9159,Electronics,rural,4,55.12,no,1,1
TX7534,Home,city,4,53.51,yes,0,0
TX1312,Fashion,rural,1,54.8,yes,0,1
TX6735,Electronics,rural,5,64.0,no,0,1
TX9939,Fashion,rural,5,53.91,yes,0,0
TX5220,Electronics,rural,6,55.63,no,1,1
TX5892,Fashion,rural,2,56.92,yes,0,0
TX5362,Books,city,6,35.28,yes,0,0
TX1780,Home,city,4,34.36,no,0,0
TX5198,Fashion,rural,1,36.99,no,0,0
TX5488,Electronics,rural,3,71.76,yes,1,0
TX5220,Electronics,rural,6,36.9,no,3,0
TX4558,Books,rural,5,66.78,yes,4,0
TX4228,Home,rural,6,64.88,no,4,0
TX4081,Fashion,rural,4,55.65,yes,0,0
TX9403,Fashion,rural,4,56.67,yes,0,0
TX7212,Fashion,rural,6,36.0,no,0,1
TX873,Beauty,city,4,43.96,yes,6,0
TX5335,Sports,city,6,56.24,yes,4,0
TX417,Sports,city,2,54.03,yes,4,0
TX3090,Electronics,rural,5,65.76,no,0,0
TX5146,Fashion,rural,2,44.24,yes,1,0
TX8221,Sports,city,2,41.25,no,3,0
TX85,Fashion,rural,3,57.39,yes,0,1
TX4293,Beauty,city,5,44.26,no,4,0
TX5505,Fashion,rural,5,46.93,yes,1,0
TX9979,Sports,rural,6,55.47,no,9,0
TX2668,Sports,city,2,65.33,no,1,1
TX4334,Home,city,5,34.82,no,0,0
TX8250,Home,city,5,54.05,yes,0,1
TX9025,Home,city,5,37.64,no,0,0
TX532,Books,rural,4,34.97,no,5,0
TX4334,Fashion,rural,5,56.66,yes,0,0
TX685,Sports,rural,6,64.39,no,8,0
TX3474,Sports,city,3,74.95,no,0,0
TX1668,Books,rural,2,55.73,no,3,0
TX3741,Beauty,city,6,63.83,no,2,1
TX3002,Fashion,rural,5,55.38,yes,0,0
TX3375,Fashion,rural,5,59.09,yes,0,0
TX6564,Beauty,city,4,53.97,no,3,0
TX2243,Home,city,6,54.85,yes,0,0
TX930,Sports,city,1,52.51,no,2,0
TX3167,Electronics,rural,6,63.85,no,0,0
TX1763,Home,city,6,37.49,no,0,0
TX1597,Fashion,rural,4,52.38,yes,0,0
TX302,Home,city,4,36.89,no,0,1
TX4224,Fashion,rural,3,55.07,yes,0,0
TX2472,Sports,rural,5,48.11,no,10,0
TX5054,Sports,rural,1,65.11,yes,10,0
TX4135,Sports,city,1,64.28,no,1,1
TX1570,Books,rural,6,42.17,no,4,0
TX1485,Fashion,rural,6,33.8,no,0,0
TX779,Home,city,4,55.79,yes,0,0
TX1882,Beauty,city,5,54.1,no,3,0
TX4635,Beauty,city,1,46.7,yes,6,0
TX5622,Books,rural,4,47.0,yes,6,0
TX8615,Home,rural,3,24.64,no,8,0
TX3255,Sports,city,6,44.64,yes,5,0
TX6750,Home,city,4,54.22,yes,0,0
TX3260,Electronics,rural,3,64.81,no,0,0
TX3908,Books,city,6,35.06,yes,0,1
TX1570,Home,city,6,51.7,yes,0,0
TX365,Fashion,rural,6,55.11,yes,0,0
TX1368,Electronics,rural,3,63.64,no,0,0
TX2185,Home,rural,5,44.08,no,6,0
TX365,Fashion,rural,6,45.69,yes,1,0
TX423,Beauty,city,4,54.09,yes,5,0
TX4156,Electronics,rural,4,37.63,no,3,1
TX2846,Home,city,4,50.91,yes,0,0
TX1987,Fashion,rural,3,25.12,no,1,0
TX8455,Home,city,3,51.62,yes,0,0
TX3679,Books,rural,2,34.07,no,5,0
TX8909,Fashion,rural,5,44.34,yes,1,0
TX1495,Beauty,city,6,54.19,yes,5,0
TX148,Fashion,rural,4,54.88,yes,0,0
TX6902,Electronics,rural,3,61.9,no,0,0
TX6311,Home,city,5,56.2,yes,0,0
TX3875,Fashion,rural,6,53.77,yes,0,0
TX7208,Sports,rural,6,42.23,no,10,0
TX8958,Fashion,rural,5,55.06,yes,0,0
TX117,Sports,city,1,44.11,yes,5,0
TX2355,Home,rural,6,42.61,yes,8,0
TX5767,Home,city,3,55.32,yes,0,0
TX9690,Fashion,rural,3,33.52,no,0,0
TX1785,Fashion,rural,3,54.24,yes,0,0
TX5933,Sports,rural,2,56.92,no,9,0
TX7456,Sports,city,6,54.44,no,2,0
TX9641,Books,rural,2,52.07,no,3,0
TX2287,Sports,city,6,49.14,no,3,0
TX7754,Sports,city,4,37.27,yes,6,0
TX9616,Books,rural,3,44.97,yes,6,1
TX4898,Home,city,6,34.62,no,0,0
TX4594,Home,city,5,54.45,yes,0,0
TX5420,Fashion,rural,1,43.36,yes,1,0
TX2668,Home,city,2,54.1,yes,0,0
TX1628,Home,city,5,32.68,no,0,0
TX8333,Fashion,rural,5,54.23,yes,0,0
TX9592,Fashion,rural,5,54.49,yes,0,0
TX581,Electronics,rural,5,54.38,yes,3,0
TX7999,Fashion,rural,3,51.14,yes,0,0
TX6149,Home,rural,5,45.41,no,6,0
TX7635,Fashion,rural,2,35.98,no,0,0
TX4646,Fashion,rural,5,46.07,yes,1,0
TX8981,Home,city,5,52.61,yes,0,0
TX7963,Fashion,rural,6,52.8,yes,0,1
TX335,Home,city,6,36.33,no,0,0
TX6765,Fashion,rural,2,34.72,yes,2,0
TX4584,Books,rural,5,54.18,no,3,0
TX8760,Home,rural,1,55.33,yes,7,0
TX7592,Fashion,rural,3,55.66,yes,0,0
TX7904,Sports,city,4,56.5,yes,4,0
TX9701,Books,rural,2,52.06,no,3,1
TX3598,Beauty,city,4,43.68,yes,6,0
TX6706,Books,rural,5,55.38,yes,5,0
TX5744,Beauty,city,2,73.62,no,1,1
TX7168,Fashion,rural,6,33.57,no,0,1
TX5801,Home,city,5,35.53,no,0,0
TX7546,Fashion,rural,1,55.68,yes,0,0
TX9549,Fashion,rural,5,55.33,yes,0,0
TX1714,Fashion,rural,5,54.29,yes,0,0
TX9864,Electronics,rural,6,64.17,no,0,1
TX3687,Home,city,4,33.71,no,0,0
TX5089,Home,city,6,32.39,no,0,0
TX4185,Books,rural,5,56.33,no,3,0
TX2713,Electronics,rural,4,34.75,yes,5,0
TX2960,Sports,city,5,65.9,yes,3,0
TX2435,Electronics,rural,5,62.75,no,0,0
TX8111,Beauty,city,6,66.3,no,2,0
TX716,Fashion,rural,2,52.88,yes,0,0
TX3727,Home,city,5,58.94,yes,0,0
TX357,Books,city,6,35.56,yes,0,0
TX8182,Sports,city,2,73.38,no,0,0
TX3760,Sports,city,2,57.08,no,2,0
TX98,Electronics,rural,6,44.76,no,2,0
TX2649,Home,city,6,46.05,yes,1,1
TX3918,Sports,city,1,63.89,yes,3,0
TX3038,Home,city,6,50.66,yes,0,1
TX8898,Books,rural,4,43.77,no,4,0
TX9332,Home,city,4,34.47,no,0,0
TX3939,Home,city,6,52.82,yes,0,1
TX9987,Books,city,6,36.18,yes,0,0
TX1628,Home,city,5,56.02,yes,0,0
TX1314,Fashion,rural,6,55.99,yes,0,0
TX2526,Sports,city,4,56.17,no,2,0
TX8277,Home,city,6,54.63,yes,0,0
TX3108,Sports,city,4,44.94,yes,5,0
TX1666,Home,city,3,52.01,yes,0,0
TX7744,Home,city,3,52.13,yes,0,0
TX2063,Books,rural,4,57.53,no,3,0
TX729,Fashion,rural,3,34.6,yes,2,0
TX6627,Fashion,rural,5,52.6,yes,0,0
TX943,Electronics,rural,5,41.95,no,2,0
TX4459,Home,rural,6,52.41,no,5,0
TX9205,Home,rural,6,53.84,yes,7,1
TX3597,Books,city,3,33.17,yes,0,0
TX7973,Books,rural,6,63.92,no,2,0
TX2144,Home,city,2,33.4,no,0,1
TX4495,Beauty,city,5,53.83,no,3,0
TX9168,Electronics,rural,6,42.74,no,2,0
TX1518,Electronics,rural,5,50.71,yes,3,0
TX6730,Home,rural,6,74.12,no,3,0
TX6921,Electronics,rural,5,45.64,yes,4,0
TX7594,Electronics,rural,5,32.81,yes,5,0
TX8277,Home,city,6,53.77,yes,0,0
TX3594,Home,rural,6,66.71,no,4,0
TX8860,Electronics,rural,3,62.67,no,0,0
TX9038,Sports,city,5,45.39,yes,5,0
TX6328,Books,rural,2,73.38,no,1,0
TX1518,Sports,rural,5,53.14,no,9,0
TX6921,Fashion,rural,5,59.38,yes,0,0
TX628,Home,rural,5,72.24,no,3,0
TX2890,Fashion,rural,4,54.94,yes,0,0
TX9921,Books,rural,6,55.07,yes,5,0
TX7451,Books,rural,5,51.9,yes,5,0
TX1268,Electronics,rural,5,44.39,yes,4,0
TX9074,Home,city,5,34.56,no,0,0
TX5101,Home,rural,4,54.8,no,5,0
TX7779,Sports,city,3,53.74,yes,4,0
TX1709,Fashion,rural,6,55.63,yes,0,0
TX3633,Home,rural,1,54.21,no,5,1
TX385,Home,city,3,56.58,yes,0,1
TX8700,Beauty,city,5,52.43,no,3,0
TX86,Fashion,rural,3,46.13,yes,1,0
TX3161,Beauty,city,6,54.69,yes,5,1
TX5060,Sports,rural,5,53.25,no,9,0
TX789,Books,city,5,35.7,yes,0,0
TX3089,Home,city,5,53.2,yes,0,0
TX1827,Fashion,rural,2,35.61,no,0,0
TX5192,Home,city,4,52.18,yes,0,0
TX4233,Fashion,rural,5,35.38,no,0,0
TX5079,Electronics,rural,1,62.46,no,0,1
TX1968,Books,city,3,34.29,yes,0,0
TX7978,Sports,city,6,53.95,no,2,0
TX5549,Home,city,6,36.8,no,0,0
TX6318,Home,city,3,36.32,no,0,0
TX8204,Home,rural,5,45.5,yes,8,0
TX8321,Home,city,4,56.12,yes,0,0
TX7598,Fashion,rural,6,52.79,yes,0,0
TX6931,Electronics,rural,4,64.76,no,0,0
TX5014,Fashion,rural,6,54.4,yes,0,0
TX7244,Fashion,rural,2,34.42,no,0,1
TX1898,Sports,city,3,46.24,yes,5,0
TX581,Sports,city,5,73.11,no,0,1
TX1762,Electronics,rural,3,51.09,no,1,0
TX2695,Home,city,2,52.26,yes,0,0
TX3335,Home,city,4,43.8,yes,1,0
TX5621,Fashion,rural,2,56.35,yes,0,0
TX3087,Sports,city,6,35.13,no,4,1
TX5240,Books,city,3,37.17,yes,0,0
TX6159,Home,city,6,54.19,yes,0,0
TX826,Fashion,rural,5,56.43,yes,0,0
TX152,Home,city,6,52.91,yes,0,0
TX5894,Books,rural,3,54.4,no,3,0
TX2268,Home,city,6,57.39,yes,0,0
TX4707,Beauty,city,4,45.24,no,4,0
TX9835,Electronics,rural,6,64.07,yes,2,1
TX2906,Electronics,rural,3,60.49,no,0,0
TX6009,Fashion,rural,4,47.85,yes,1,0
TX3767,Home,city,1,55.18,yes,0,1
TX3307,Fashion,rural,4,34.61,no,0,0
TX4803,Home,city,5,35.29,no,0,0
TX3599,Sports,city,5,45.09,yes,5,0
TX7150,Fashion,rural,6,35.1,yes,2,0
TX2953,Electronics,rural,5,65.3,no,0,0
TX3193,Fashion,rural,4,57.04,yes,0,0
TX7086,Electronics,rural,5,65.54,no,0,0
TX649,Beauty,city,4,72.78,no,1,0
TX6250,Home,city,5,55.9,yes,0,0
TX6669,Home,city,6,53.7,yes,0,0
TX9579,Home,city,5,53.7,yes,0,0
TX3786,Books,rural,2,55.53,yes,5,0
TX644,Fashion,rural,6,55.47,yes,0,0
TX7150,Fashion,rural,6,33.14,no,0,0
TX2243,Home,city,6,35.52,yes,2,0
TX7113,Fashion,rural,3,59.47,yes,0,0
TX6288,Fashion,rural,4,52.05,yes,0,0
TX9104,Electronics,rural,6,45.03,no,2,0
TX5033,Books,rural,4,49.32,no,4,0
TX7186,Home,rural,5,53.43,no,5,0
TX1520,Home,rural,6,55.84,yes,7,0
TX5534,Fashion,rural,5,55.41,yes,0,0
TX7161,Fashion,rural,4,54.33,yes,0,0
TX2508,Fashion,rural,6,34.14,no,0,0
TX1871,Home,city,5,35.16,no,0,0
TX6647,Books,city,5,35.77,yes,0,0
TX9075,Sports,city,4,45.36,no,3,0
TX8187,Fashion,rural,2,55.57,yes,0,0
TX6506,Fashion,rural,5,54.69,yes,0,0
TX7939,Books,rural,1,51.45,no,3,0
TX1643,Fashion,rural,6,37.18,no,0,1
TX272,Electronics,rural,4,56.28,yes,3,0
TX6489,Sports,city,5,63.87,yes,3,0
TX8766,Sports,rural,4,52.33,no,9,1
TX2352,Home,city,5,47.43,yes,1,0
TX2294,Home,city,4,54.56,yes,0,0
TX1443,Home,rural,6,54.14,no,5,0
TX944,Home,city,3,53.91,yes,0,0
TX5871,Sports,city,5,46.31,no,3,0
TX5542,Electronics,rural,6,64.64,no,0,0
TX977,Home,city,5,38.92,no,0,0
TX5130,Fashion,rural,6,47.45,yes,1,0
TX4837,Books,rural,5,48.6,no,4,0
TX6319,Home,city,5,37.98,no,0,0
TX866,Fashion,rural,6,49.76,yes,1,0
TX5461,Books,rural,5,49.15,no,4,0
TX239,Fashion,rural,6,57.02,yes,0,0
TX1158,Books,city,6,36.97,yes,0,0
TX4495,Electronics,rural,5,68.72,no,0,1
TX6586,Fashion,rural,6,39.12,no,0,0
TX5415,Home,city,5,61.03,yes,0,0
TX2774,Books,rural,6,58.67,no,3,1
TX5323,Books,rural,5,49.44,yes,6,0
TX7712,Fashion,rural,4,58.87,yes,0,0
TX5091,Beauty,rural,4,64.08,no,9,0
TX2227,Fashion,rural,2,59.94,yes,0,0
TX5371,Home,city,6,38.92,no,0,0
